Area,Median earning,Population_16+,Earning range,Count,Population_18+,BA/BS_18+
"Anderson County, Tennessee",49822,27151,"35,000 - 49,999",5981,63385.0,17818.0
"Blount County, Tennessee",51635,52550,"35,000 - 49,999",14142,113617.0,31082.0
"Bradley County, Tennessee",46886,38850,"35,000 - 49,999",10494,87298.0,19779.0
"Davidson County, Tennessee",62335,308528,"35,000 - 49,999",57465,567106.0,272785.0
"Greene County, Tennessee",40909,23797,"35,000 - 49,999",7141,59627.0,9245.0
"Hamblen County, Tennessee",45939,,"35,000 - 49,999",,51138.0,11140.0
"Hamilton County, Tennessee",55876,141562,"35,000 - 49,999",31698,299788.0,105280.0
"Knox County, Tennessee",53183,183780,"35,000 - 49,999",43790,396498.0,152829.0
"Madison County, Tennessee",50598,33578,"35,000 - 49,999",7350,77132.0,16745.0
"Maury County, Tennessee",56812,41977,"35,000 - 49,999",9146,85156.0,23332.0
"Montgomery County, Tennessee",52213,86882,"35,000 - 49,999",17739,176082.0,53328.0
"Putnam County, Tennessee",46924,25754,"35,000 - 49,999",6375,66682.0,18571.0
"Robertson County, Tennessee",60145,30099,"35,000 - 49,999",6336,58402.0,12490.0
"Rutherford County, Tennessee",55375,155592,"35,000 - 49,999",35839,277226.0,95902.0
"Sevier County, Tennessee",44680,33867,"35,000 - 49,999",9078,79305.0,16395.0
"Shelby County, Tennessee",51099,330857,"35,000 - 49,999",74394,678990.0,218563.0
"Sullivan County, Tennessee",50423,54646,"35,000 - 49,999",11462,131659.0,34437.0
"Sumner County, Tennessee",61007,81583,"35,000 - 49,999",14514,160433.0,53713.0
"Washington County, Tennessee",47840,47073,"35,000 - 49,999",10886,112884.0,34745.0
"Williamson County, Tennessee",90050,100968,"35,000 - 49,999",11126,197143.0,115823.0
"Wilson County, Tennessee",65726,64802,"35,000 - 49,999",11677,125701.0,43628.0
"Angelina County, Texas",47195,28578,"35,000 - 49,999",6141,65254.0,9371.0
"Bastrop County, Texas",51167,39571,"35,000 - 49,999",7792,82067.0,16633.0
"Bell County, Texas",47374,147459,"35,000 - 49,999",35453,285837.0,70734.0
"Bexar County, Texas",50330,777634,"35,000 - 49,999",162686,1577176.0,469327.0
"Bowie County, Texas",48664,30078,"35,000 - 49,999",6327,70158.0,14227.0
"Brazoria County, Texas",66074,150662,"35,000 - 49,999",21997,297449.0,88671.0
"Brazos County, Texas",50567,74701,"35,000 - 49,999",16223,195228.0,65229.0
"Cameron County, Texas",40775,133330,"35,000 - 49,999",27798,307280.0,62361.0
"Collin County, Texas",81043,498434,"35,000 - 49,999",58349,903971.0,464159.0
"Comal County, Texas",64288,70621,"35,000 - 49,999",11286,151098.0,62070.0
"Coryell County, Texas",48144,29930,"35,000 - 49,999",6154,66468.0,14746.0
"Dallas County, Texas",54111,1048666,"35,000 - 49,999",198129,1960720.0,662009.0
"Denton County, Texas",70096,426605,"35,000 - 49,999",63315,775789.0,356353.0
"Ector County, Texas",55040,64922,"35,000 - 49,999",13781,114523.0,17604.0
"Ellis County, Texas",58886,90246,"35,000 - 49,999",16684,164005.0,43596.0
"El Paso County, Texas",42817,301158,"35,000 - 49,999",61483,646623.0,149256.0
"Fort Bend County, Texas",66501,345276,"35,000 - 49,999",53088,675098.0,306892.0
"Galveston County, Texas",61877,139393,"35,000 - 49,999",22325,277061.0,89424.0
"Grayson County, Texas",51370,53731,"35,000 - 49,999",13621,111506.0,26824.0
"Gregg County, Texas",49543,45193,"35,000 - 49,999",9153,94101.0,17910.0
"Guadalupe County, Texas",61257,74066,"35,000 - 49,999",12067,143771.0,44018.0
"Harris County, Texas",54231,1821592,"35,000 - 49,999",331366,3595917.0,1130516.0
"Harrison County, Texas",50314,24327,"35,000 - 49,999",3730,53957.0,11846.0
"Hays County, Texas",59951,106214,"35,000 - 49,999",22485,218412.0,84715.0
"Henderson County, Texas",46714,28455,"35,000 - 49,999",5558,67934.0,13070.0
"Hidalgo County, Texas",40858,262777,"35,000 - 49,999",52987,624455.0,115060.0
"Hood County, Texas",52259,,"35,000 - 49,999",,53918.0,15928.0
"Hunt County, Texas",53761,37737,"35,000 - 49,999",7734,85751.0,18786.0
"Jefferson County, Texas",52271,78001,"35,000 - 49,999",13136,189667.0,29992.0
"Johnson County, Texas",51655,76732,"35,000 - 49,999",17112,151003.0,35651.0
"Kaufman County, Texas",56339,67263,"35,000 - 49,999",12862,132176.0,36020.0
"Liberty County, Texas",48521,,"35,000 - 49,999",,75426.0,7705.0
"Lubbock County, Texas",48087,116826,"35,000 - 49,999",25790,245982.0,66919.0
"McLennan County, Texas",48543,95166,"35,000 - 49,999",22134,204510.0,51194.0
"Midland County, Texas",71609,69890,"35,000 - 49,999",8513,126110.0,39295.0
"Montgomery County, Texas",65701,265727,"35,000 - 49,999",39765,527864.0,188696.0
"Nacogdoches County, Texas",47999,,"35,000 - 49,999",,50286.0,11713.0
"Nueces County, Texas",50075,123886,"35,000 - 49,999",20393,269125.0,61898.0
"Orange County, Texas",52709,29344,"35,000 - 49,999",5143,63881.0,10466.0
"Parker County, Texas",64510,64255,"35,000 - 49,999",9761,131017.0,37184.0
"Potter County, Texas",42546,38955,"35,000 - 49,999",8346,86871.0,14243.0
"Randall County, Texas",55181,57866,"35,000 - 49,999",8504,112803.0,34273.0
"Rockwall County, Texas",71535,47330,"35,000 - 49,999",5903,96466.0,39566.0
"San Patricio County, Texas",45150,,"35,000 - 49,999",,52882.0,7783.0
"Smith County, Texas",46529,84347,"35,000 - 49,999",16855,186333.0,51142.0
"Starr County, Texas",35991,,"35,000 - 49,999",,44814.0,5979.0
"Tarrant County, Texas",58073,873059,"35,000 - 49,999",160886,1636001.0,539160.0
"Taylor County, Texas",46304,53971,"35,000 - 49,999",10976,111262.0,28699.0
"Tom Green County, Texas",46522,43658,"35,000 - 49,999",9100,91328.0,21144.0
"Travis County, Texas",73186,596503,"35,000 - 49,999",84646,1072008.0,587070.0
"Victoria County, Texas",52084,,"35,000 - 49,999",,68724.0,12008.0
"Walker County, Texas",46662,,"35,000 - 49,999",,69284.0,16963.0
"Webb County, Texas",41633,88403,"35,000 - 49,999",19435,186417.0,38401.0
"Wichita County, Texas",47813,45828,"35,000 - 49,999",9112,100318.0,22600.0
"Williamson County, Texas",73636,287749,"35,000 - 49,999",43904,532178.0,239169.0
"Wise County, Texas",54382,27412,"35,000 - 49,999",6880,59297.0,13197.0
"Cache County, Utah",57689,41996,"35,000 - 49,999",8729,101021.0,34301.0
"Davis County, Utah",65713,137943,"35,000 - 49,999",22595,263292.0,92433.0
"Salt Lake County, Utah",61938,462287,"35,000 - 49,999",92887,893015.0,325527.0
"Tooele County, Utah",59414,33071,"35,000 - 49,999",7306,56215.0,11846.0
"Utah County, Utah",64820,224065,"35,000 - 49,999",38405,495248.0,182303.0
"Washington County, Utah",53875,54853,"35,000 - 49,999",10661,153735.0,46676.0
"Weber County, Utah",55639,107215,"35,000 - 49,999",26917,201243.0,53765.0
"Chittenden County, Vermont",67249,68834,"35,000 - 49,999",11686,140884.0,67799.0
"Albemarle County, Virginia",69653,42168,"35,000 - 49,999",6837,93564.0,52194.0
"Arlington County, Virginia",102547,122013,"35,000 - 49,999",8919,192093.0,147074.0
"Augusta County, Virginia",54688,27929,"35,000 - 49,999",5309,64172.0,14687.0
"Bedford County, Virginia",51855,26121,"35,000 - 49,999",7638,65830.0,20129.0
"Chesterfield County, Virginia",64942,154467,"35,000 - 49,999",25765,293525.0,120395.0
"Fairfax County, Virginia",93956,478330,"35,000 - 49,999",45011,884058.0,528021.0
"Fauquier County, Virginia",69878,29956,"35,000 - 49,999",3976,57983.0,22829.0
"Frederick County, Virginia",61763,37574,"35,000 - 49,999",6450,74556.0,23216.0
"Hanover County, Virginia",66761,46504,"35,000 - 49,999",6149,89578.0,36415.0
"Henrico County, Virginia",61332,133926,"35,000 - 49,999",24403,262603.0,112413.0
"James City County, Virginia",65725,27689,"35,000 - 49,999",4738,67122.0,33987.0
"Loudoun County, Virginia",103737,188341,"35,000 - 49,999",15408,322276.0,194527.0
"Montgomery County, Virginia",59265,30103,"35,000 - 49,999",6712,83857.0,29108.0
"Prince William County, Virginia",72768,201860,"35,000 - 49,999",27189,361423.0,150605.0
"Roanoke County, Virginia",62947,34420,"35,000 - 49,999",6441,78314.0,25837.0
"Rockingham County, Virginia",54320,31996,"35,000 - 49,999",6568,67242.0,15857.0
"Spotsylvania County, Virginia",72417,59324,"35,000 - 49,999",8965,113335.0,38209.0
"Stafford County, Virginia",74657,69821,"35,000 - 49,999",9477,122515.0,48463.0
"York County, Virginia",70853,,"35,000 - 49,999",,54823.0,25725.0
"Alexandria city, Virginia",90415,80113,"35,000 - 49,999",12763,127354.0,79974.0
"Chesapeake city, Virginia",60623,96653,"35,000 - 49,999",17106,192889.0,65984.0
"Hampton city, Virginia",52290,50215,"35,000 - 49,999",9437,107258.0,28776.0
"Lynchburg city, Virginia",46952,23170,"35,000 - 49,999",6410,64210.0,21900.0
"Newport News city, Virginia",50468,74418,"35,000 - 49,999",14734,140718.0,37826.0
"Norfolk city, Virginia",48575,94421,"35,000 - 49,999",21137,184381.0,53078.0
"Portsmouth city, Virginia",45876,38137,"35,000 - 49,999",8931,74611.0,19049.0
"Richmond city, Virginia",58970,93243,"35,000 - 49,999",15880,189353.0,81086.0
"Roanoke city, Virginia",46050,34971,"35,000 - 49,999",10408,75342.0,21827.0
"Suffolk city, Virginia",61402,39192,"35,000 - 49,999",5430,77063.0,26504.0
"Virginia Beach city, Virginia",61342,179843,"35,000 - 49,999",28463,355212.0,133324.0
"Benton County, Washington",65220,68152,"35,000 - 49,999",10726,159400.0,48521.0
"Chelan County, Washington",48797,27117,"35,000 - 49,999",8004,62338.0,18075.0
"Clallam County, Washington",56639,20287,"35,000 - 49,999",4546,65457.0,18682.0
"Clark County, Washington",67796,187857,"35,000 - 49,999",32835,405346.0,130741.0
"Cowlitz County, Washington",61514,32696,"35,000 - 49,999",6199,87783.0,16411.0
"Franklin County, Washington",55212,31270,"35,000 - 49,999",6414,68705.0,13069.0
"Grant County, Washington",54981,31917,"35,000 - 49,999",6397,74299.0,13000.0
"Grays Harbor County, Washington",52280,,"35,000 - 49,999",,61885.0,9859.0
"Island County, Washington",61191,26735,"35,000 - 49,999",5101,71253.0,24071.0
"King County, Washington",92239,936651,"35,000 - 49,999",105221,1836530.0,1013334.0
"Kitsap County, Washington",72076,95673,"35,000 - 49,999",13298,224239.0,80071.0
"Lewis County, Washington",56012,24832,"35,000 - 49,999",5107,67562.0,12852.0
"Mason County, Washington",63734,,"35,000 - 49,999",,55095.0,12097.0
"Pierce County, Washington",67289,346841,"35,000 - 49,999",59520,716813.0,211224.0
"Skagit County, Washington",65635,43749,"35,000 - 49,999",9279,104402.0,29342.0
"Snohomish County, Washington",77888,325836,"35,000 - 49,999",48621,660416.0,244618.0
"Spokane County, Washington",56953,184907,"35,000 - 49,999",43279,433864.0,128955.0
"Thurston County, Washington",67601,105651,"35,000 - 49,999",16773,237580.0,89414.0
"Whatcom County, Washington",60524,75909,"35,000 - 49,999",14907,189637.0,68848.0
"Yakima County, Washington",49242,83576,"35,000 - 49,999",21203,183461.0,30564.0
"Berkeley County, West Virginia",53633,51048,"35,000 - 49,999",11762,101917.0,22853.0
"Cabell County, West Virginia",50726,28606,"35,000 - 49,999",4996,74020.0,24335.0
"Harrison County, West Virginia",51303,21711,"35,000 - 49,999",4869,51338.0,12737.0
"Kanawha County, West Virginia",50805,55509,"35,000 - 49,999",12670,140213.0,39417.0
"Monongalia County, West Virginia",61901,38697,"35,000 - 49,999",5316,90668.0,35528.0
"Raleigh County, West Virginia",55002,,"35,000 - 49,999",,57007.0,12319.0
"Wood County, West Virginia",50112,26523,"35,000 - 49,999",4855,65484.0,14820.0
"Brown County, Wisconsin",57414,104693,"35,000 - 49,999",23128,209911.0,63944.0
"Chippewa County, Wisconsin",52277,25934,"35,000 - 49,999",6144,52829.0,12150.0
"Dane County, Wisconsin",66494,231150,"35,000 - 49,999",35902,463966.0,228113.0
"Dodge County, Wisconsin",55890,34117,"35,000 - 49,999",7355,71392.0,13364.0
"Eau Claire County, Wisconsin",55358,41531,"35,000 - 49,999",10650,86671.0,26010.0
"Fond du Lac County, Wisconsin",52137,40400,"35,000 - 49,999",8417,83093.0,17682.0
"Jefferson County, Wisconsin",56167,34464,"35,000 - 49,999",7807,68934.0,19216.0
"Kenosha County, Wisconsin",57258,65535,"35,000 - 49,999",11967,131884.0,40341.0
"La Crosse County, Wisconsin",56189,43039,"35,000 - 49,999",10136,97348.0,33422.0
"Manitowoc County, Wisconsin",50938,30667,"35,000 - 49,999",8074,65098.0,12397.0
"Marathon County, Wisconsin",52354,53882,"35,000 - 49,999",12732,107635.0,27905.0
"Milwaukee County, Wisconsin",55663,331651,"35,000 - 49,999",67679,700935.0,231493.0
"Outagamie County, Wisconsin",58513,76808,"35,000 - 49,999",17070,149419.0,43424.0
"Ozaukee County, Wisconsin",71628,35379,"35,000 - 49,999",6241,74198.0,36168.0
"Portage County, Wisconsin",52201,27000,"35,000 - 49,999",5780,57649.0,17267.0
"Racine County, Wisconsin",56966,72585,"35,000 - 49,999",16476,152672.0,38390.0
"Rock County, Wisconsin",52802,59935,"35,000 - 49,999",14789,128474.0,31656.0
"St. Croix County, Wisconsin",67597,38791,"35,000 - 49,999",4505,74235.0,27961.0
"Sauk County, Wisconsin",55345,25897,"35,000 - 49,999",5930,51497.0,13017.0
"Sheboygan County, Wisconsin",55118,46180,"35,000 - 49,999",10185,92975.0,25493.0
"Walworth County, Wisconsin",57274,38328,"35,000 - 49,999",7718,85512.0,26176.0
"Washington County, Wisconsin",65751,57042,"35,000 - 49,999",10599,109449.0,37019.0
"Waukesha County, Wisconsin",72337,162445,"35,000 - 49,999",22676,327017.0,150618.0
"Winnebago County, Wisconsin",53677,65843,"35,000 - 49,999",14306,137307.0,43258.0
"Wood County, Wisconsin",50643,25381,"35,000 - 49,999",7040,57869.0,12988.0
"Laramie County, Wyoming",56641,38656,"35,000 - 49,999",6966,78473.0,24966.0
"Natrona County, Wyoming",60787,27099,"35,000 - 49,999",4952,61594.0,16395.0
"Arecibo Municipio, Puerto Rico",31179,,"35,000 - 49,999",,72430.0,22030.0
"Bayamón Municipio, Puerto Rico",28995,51319,"35,000 - 49,999",9046,153817.0,49999.0
"Caguas Municipio, Puerto Rico",30548,36120,"35,000 - 49,999",7138,105577.0,35015.0
"Carolina Municipio, Puerto Rico",26814,52493,"35,000 - 49,999",7683,128213.0,42966.0
"Guaynabo Municipio, Puerto Rico",38820,30346,"35,000 - 49,999",4822,77139.0,37235.0
"Mayagüez Municipio, Puerto Rico",22420,,"35,000 - 49,999",,59187.0,13463.0
"Ponce Municipio, Puerto Rico",24803,27949,"35,000 - 49,999",2644,108609.0,31585.0
"San Juan Municipio, Puerto Rico",33875,97446,"35,000 - 49,999",16841,283752.0,111878.0
"Toa Alta Municipio, Puerto Rico",29274,,"35,000 - 49,999",,55533.0,16133.0
"Toa Baja Municipio, Puerto Rico",28483,24735,"35,000 - 49,999",5731,60750.0,16918.0
"Trujillo Alto Municipio, Puerto Rico",36446,,"35,000 - 49,999",,56610.0,22111.0
Geographic Area Name,,,"50,000 - 64,999",,,
"Baldwin County, Alabama",56339,90456,"50,000 - 64,999",14898,200404.0,61456.0
"Calhoun County, Alabama",45999,35776,"50,000 - 64,999",7130,91919.0,19162.0
"Cullman County, Alabama",50270,30508,"50,000 - 64,999",5455,71530.0,11726.0
"DeKalb County, Alabama",40200,22690,"50,000 - 64,999",3414,55149.0,7136.0
"Elmore County, Alabama",53486,,"50,000 - 64,999",,71009.0,17858.0
"Etowah County, Alabama",47183,32505,"50,000 - 64,999",7272,80630.0,13550.0
"Houston County, Alabama",44299,38094,"50,000 - 64,999",6564,83711.0,17674.0
"Jefferson County, Alabama",52154,240596,"50,000 - 64,999",43116,511772.0,175143.0
"Lauderdale County, Alabama",50352,31290,"50,000 - 64,999",5170,78167.0,21944.0
"Lee County, Alabama",55005,60989,"50,000 - 64,999",9872,145155.0,51326.0
"Limestone County, Alabama",65429,42413,"50,000 - 64,999",6745,88832.0,27394.0
"Madison County, Alabama",62163,159560,"50,000 - 64,999",26492,324169.0,143896.0
"Marshall County, Alabama",45766,34070,"50,000 - 64,999",5392,74939.0,14882.0
"Mobile County, Alabama",47376,143910,"50,000 - 64,999",25868,316274.0,79505.0
"Montgomery County, Alabama",50625,75136,"50,000 - 64,999",17318,170839.0,52471.0
"Morgan County, Alabama",52331,43681,"50,000 - 64,999",6285,96033.0,22656.0
"St. Clair County, Alabama",57153,36995,"50,000 - 64,999",6435,74269.0,17123.0
"Shelby County, Alabama",61260,93473,"50,000 - 64,999",16632,180620.0,72868.0
"Talladega County, Alabama",50114,,"50,000 - 64,999",,64911.0,10801.0
"Tuscaloosa County, Alabama",52172,80048,"50,000 - 64,999",14300,189087.0,51151.0
"Anchorage Municipality, Alaska",65346,110053,"50,000 - 64,999",17152,219385.0,78576.0
"Fairbanks North Star Borough, Alaska",55242,37739,"50,000 - 64,999",7132,72090.0,20265.0
"Matanuska-Susitna Borough, Alaska",65949,36393,"50,000 - 64,999",5378,86125.0,20490.0
"Apache County, Arizona",44211,,"50,000 - 64,999",,48498.0,7362.0
"Cochise County, Arizona",47957,29797,"50,000 - 64,999",4707,99375.0,23726.0
"Coconino County, Arizona",55546,45893,"50,000 - 64,999",10266,117228.0,37596.0
"Maricopa County, Arizona",60080,1740582,"50,000 - 64,999",302723,3572374.0,1217205.0
"Mohave County, Arizona",46567,56371,"50,000 - 64,999",9050,188213.0,27861.0
"Navajo County, Arizona",50775,27516,"50,000 - 64,999",6383,82735.0,13012.0
"Pima County, Arizona",54348,347176,"50,000 - 64,999",63773,858318.0,285796.0
"Pinal County, Arizona",52664,155187,"50,000 - 64,999",33621,380479.0,78273.0
"Yavapai County, Arizona",57239,63021,"50,000 - 64,999",9494,211565.0,63308.0
"Yuma County, Arizona",47220,63669,"50,000 - 64,999",12335,161451.0,25597.0
"Benton County, Arkansas",60854,122979,"50,000 - 64,999",18634,233033.0,82670.0
"Craighead County, Arkansas",49672,39436,"50,000 - 64,999",7498,85259.0,23302.0
"Faulkner County, Arkansas",50267,50172,"50,000 - 64,999",11281,100860.0,32075.0
"Garland County, Arkansas",45718,30844,"50,000 - 64,999",5199,80167.0,22121.0
"Jefferson County, Arkansas",41019,,"50,000 - 64,999",,50243.0,9889.0
"Lonoke County, Arkansas",51232,,"50,000 - 64,999",,57513.0,11891.0
"Pulaski County, Arkansas",51419,146662,"50,000 - 64,999",25163,307397.0,104323.0
"Saline County, Arkansas",55790,51266,"50,000 - 64,999",9311,99734.0,27989.0
"Sebastian County, Arkansas",45562,46018,"50,000 - 64,999",7583,98580.0,22186.0
"Washington County, Arkansas",49502,98735,"50,000 - 64,999",16543,200986.0,63784.0
"White County, Arkansas",50238,22871,"50,000 - 64,999",4861,60248.0,12692.0
"Alameda County, California",88441,628247,"50,000 - 64,999",69474,1306255.0,631972.0
"Butte County, California",57436,56662,"50,000 - 64,999",9628,164972.0,43735.0
"Contra Costa County, California",82799,407062,"50,000 - 64,999",50979,904586.0,391526.0
"El Dorado County, California",86006,59578,"50,000 - 64,999",8852,154992.0,60103.0
"Fresno County, California",52287,301517,"50,000 - 64,999",50587,737410.0,165599.0
"Humboldt County, California",50687,33924,"50,000 - 64,999",6464,109335.0,35601.0
"Imperial County, California",48408,45376,"50,000 - 64,999",6459,128867.0,19717.0
"Kern County, California",50633,271377,"50,000 - 64,999",40599,654441.0,108134.0
"Kings County, California",49326,40545,"50,000 - 64,999",7273,111965.0,10930.0
"Lake County, California",52645,,"50,000 - 64,999",,53202.0,8203.0
"Los Angeles County, California",60736,3451180,"50,000 - 64,999",493393,7710575.0,2627965.0
